Time Period,start:,2020/6/28 17:17,end:,2020/6/29 18:32,,,,,
Sensors:,SDS011_1,DHT22_1,,,,,,,
Location:,Myoukenguchi_GPS,Lat-Lon,34.77495267,135.4531913,,,,,
Interval time,10,,,,,,,,
time,lat,lon,alt,DHT-RH,DHT-T,sds-pm2.5,sds-pm10,sds-TSP,
2020/6/29 18:24,34.78119383,135.4520783,10.1,56.40000153,27.70000076,nan,nan,nan,999
2020/6/29 18:24,34.78119383,135.4520783,10.1,56.29999924,27.79999924,12.9,17.8,15.6,0
2020/6/29 18:24,nan,nan,10.4,56.29999924,27.79999924,13.2,18.4,16.5,0
2020/6/29 18:24,34.781434,135.4520675,10.4,56.09999847,27.79999924,12.7,16.3,13.9,0
2020/6/29 18:24,34.78165042,135.4520543,8.796,56.20000076,27.79999924,nan,nan,nan,999
2020/6/29 18:24,34.7816505,135.4520542,8.6,56.09999847,27.79999924,12.6,17.2,14.7,0
2020/6/29 18:24,34.78186083,135.4520465,8.3,55.90000153,27.79999924,12.6,17.1,14.6,0
2020/6/29 18:24,34.78186083,135.4520465,8.3,55.90000153,27.79999924,12.6,17.4,14.9,0
2020/6/29 18:24,34.78203317,135.4520372,11.7,55.90000153,27.79999924,12.6,16.3,13.8,0
2020/6/29 18:24,34.78203317,135.4520372,11.7,56,27.89999962,12.7,15.6,13.2,0
2020/6/29 18:24,34.78208391,135.4523014,14.39,55.79999924,27.89999962,13,15.7,13.6,0
2020/6/29 18:24,34.78208383,135.4523013,14.2,55.70000076,28,nan,nan,nan,999
2020/6/29 18:25,34.78208033,135.452556,10.8,55.59999847,28,12.8,18.4,16.1,0
2020/6/29 18:25,34.78208033,135.452556,10.8,55.5,28,nan,nan,nan,999
2020/6/29 18:25,34.78212067,135.4527723,12.6,55.40000153,28,12.6,18.5,16,0
2020/6/29 18:25,34.78212067,135.4527723,12.6,55.40000153,28,12.8,21.7,19.4,0
2020/6/29 18:25,34.782161,135.4529117,22.6,4.300000191,28,nan,nan,nan,999
2020/6/29 18:25,34.782161,135.4529117,22.6,56.59999847,28,nan,nan,nan,999
2020/6/29 18:25,34.7823137,135.4529258,22.038,55.5,28,12,18.7,15.6,0
2020/6/29 18:25,34.78237133,135.4529885,22.1,55.40000153,27.89999962,12.3,19.8,17,0
2020/6/29 18:25,34.78231367,135.4529258,21.8,55.29999924,27.89999962,12.6,19.5,17,0
2020/6/29 18:25,34.7825225,135.4532138,17.3,55.29999924,27.89999962,nan,nan,nan,999
2020/6/29 18:25,34.7825225,135.4532138,17.3,55.29999924,27.89999962,13.4,22.7,21,0
2020/6/29 18:26,34.78262032,135.4532516,17.238,55.40000153,28,13.8,22.2,20.9,0
2020/6/29 18:26,34.78262033,135.4532517,17,55.5,28.10000038,13.7,22.1,20.7,0
2020/6/29 18:26,34.78270167,135.453183,13.9,55.40000153,28,13.5,23.2,21.6,0
2020/6/29 18:26,34.78270167,135.453183,13.9,55.40000153,28.10000038,13.2,21,19.1,0
2020/6/29 18:26,nan,nan,9.2,55.40000153,28.10000038,12.6,19.8,17.3,0
2020/6/29 18:26,34.782814,135.453055,9.2,55,28.10000038,12.5,19.8,17.2,0
2020/6/29 18:26,34.78297067,135.4529137,6.8,55.09999847,28.10000038,nan,nan,nan,999
2020/6/29 18:26,34.78297067,135.4529137,6.8,55.09999847,28.10000038,12.9,20.3,18.1,0
2020/6/29 18:26,34.78315917,135.4529013,5.2,55.40000153,28.10000038,nan,nan,nan,999
2020/6/29 18:26,34.78315911,135.4529014,5.42,55.59999847,28.10000038,nan,nan,nan,999
2020/6/29 18:26,34.78340189,135.4530148,8.609,55.79999924,28.10000038,nan,nan,nan,999
2020/6/29 18:26,34.78340183,135.4530148,8.4,56.40000153,28.10000038,13,15.5,13.4,0
2020/6/29 18:27,34.7836465,135.4530705,9.7,56.29999924,28.10000038,nan,nan,nan,nan
2020/6/29 18:27,34.7836465,135.4530705,9.7,56.29999924,28.10000038,nan,nan,nan,nan
2020/6/29 18:27,34.7838815,135.4531202,10.9,55.79999924,28,13.1,17.5,15.5,0
2020/6/29 18:27,34.7838815,135.4531202,10.9,55.70000076,28,nan,nan,nan,999
2020/6/29 18:27,34.78410384,135.4531033,11.015,55.59999847,28,13.3,18.3,16.5,0
2020/6/29 18:27,34.78433353,135.4530745,12.159,55.59999847,28,13.3,18.8,17,0
2020/6/29 18:27,34.7843335,135.4530745,11.9,55.5,28,13.7,19.2,17.8,0
2020/6/29 18:27,34.7844955,135.4529817,12.4,55.40000153,28,13.8,21.6,20.3,0
2020/6/29 18:27,34.7844955,135.4529817,12.4,55.20000076,28,13.6,20.7,19.2,0
2020/6/29 18:27,34.78470533,135.4528852,14.2,55.20000076,28,12.8,20.3,18,0
2020/6/29 18:27,34.78470533,135.4528852,14.2,55.29999924,28.10000038,12.9,20.1,17.9,0
2020/6/29 18:28,34.78491767,135.4527825,13.4,55.40000153,28.10000038,13.1,20.6,18.6,0
2020/6/29 18:28,34.78512333,135.4526603,14.4,55,28.10000038,nan,nan,nan,999
2020/6/29 18:28,34.78491767,135.4527825,13.4,55,28,12.9,17.9,15.7,0
2020/6/29 18:28,34.78535833,135.452601,15.1,55,28.10000038,12.9,17.9,15.7,0
2020/6/29 18:28,34.78535833,135.452601,15.1,54.90000153,28,12.4,16,13.3,0
2020/6/29 18:28,34.7855838,135.4526055,16.2,54.90000153,28,nan,nan,nan,999
2020/6/29 18:28,34.78558383,135.4526055,16,55,28.10000038,12,15.6,12.5,0
2020/6/29 18:28,34.7857825,135.4526227,15,55,28.10000038,11.4,14.9,11.2,0
2020/6/29 18:28,34.7857826,135.4526227,15.177,55,28.20000076,11.4,14.9,11.2,0
2020/6/29 18:28,34.78604011,135.4526695,11.23,54.90000153,28.10000038,11.8,14.7,11.4,0
2020/6/29 18:28,34.78604,135.4526695,11,54.79999924,28.10000038,11.8,14.7,11.4,0
2020/6/29 18:29,nan,nan,nan,54.79999924,28.10000038,11.7,14.9,11.5,0
2020/6/29 18:29,34.7862345,135.4525862,6.5,55,28.20000076,12.3,15.7,12.9,0
2020/6/29 18:29,34.78640133,135.4524796,5.881,54.90000153,28.20000076,nan,nan,nan,999
2020/6/29 18:29,34.78640133,135.4524795,5.7,54.90000153,28.20000076,12.4,19.2,16.5,0
2020/6/29 18:29,34.78642967,135.4527092,9.8,55,28.20000076,12.3,19.1,16.3,0
2020/6/29 18:29,34.78642967,135.4527092,9.8,54.90000153,28.20000076,12.3,19,16.2,0
2020/6/29 18:29,34.78645167,135.452928,2.5,54.59999847,28.20000076,12.4,18.6,15.9,0
2020/6/29 18:29,34.78645167,135.452928,2.5,3304.100098,14.10000038,12.4,17.1,14.4,0
2020/6/29 18:29,34.7864785,135.4531827,4.6,54.59999847,28.20000076,12.4,16.5,13.8,0
2020/6/29 18:29,34.7864785,135.4531827,4.6,54.59999847,28.29999924,12.4,16.5,13.8,0
2020/6/29 18:29,34.7865225,135.45341,4.5,54.5,28.20000076,13,18,15.9,0
2020/6/29 18:29,nan,nan,4.5,54.5,28.29999924,12.9,17.9,15.7,0
2020/6/29 18:30,34.7866045,135.453599,5.2,54.40000153,28.29999924,12.8,17.5,15.2,0
2020/6/29 18:30,34.78660457,135.4535992,5.429,54.40000153,28.29999924,12.7,16.8,14.4,0
2020/6/29 18:30,34.78670117,135.4538133,7.2,54.40000153,28.29999924,12.4,15.8,13.1,0
2020/6/29 18:30,34.78670117,135.4538133,7.2,54.40000153,28.29999924,12.2,15.8,12.9,0
2020/6/29 18:30,34.7866585,135.4538965,10.5,54.29999924,28.29999924,12.1,14.9,11.9,0
2020/6/29 18:30,34.7866585,135.4538965,10.5,54.29999924,28.29999924,12,13.8,10.7,0
2020/6/29 18:30,34.78658733,135.4540812,11.7,54.40000153,28.29999924,nan,nan,nan,999
2020/6/29 18:30,34.78658733,135.4540812,11.7,54.5,28.20000076,11.9,15,11.8,0
2020/6/29 18:30,34.78659924,135.4543508,12.397,54.40000153,28.20000076,11.8,15.2,11.9,0
2020/6/29 18:30,34.78659917,135.4543508,12.2,54.5,28.20000076,12.4,17.9,15.2,0
2020/6/29 18:30,34.78659557,135.4546505,12.473,54.5,28.20000076,nan,nan,nan,999
2020/6/29 18:30,34.78659567,135.4546505,12.3,54.40000153,28.20000076,12.2,16.9,14,0
2020/6/29 18:31,34.78648617,135.4548195,13.1,54.40000153,28.20000076,12.4,15.8,13.1,0
2020/6/29 18:31,34.78648617,135.4548195,13.1,54.59999847,28.20000076,12.3,16,13.2,0
2020/6/29 18:31,34.78651067,135.4550537,12.9,54.70000076,28.29999924,12.4,16.6,13.9,0
2020/6/29 18:31,nan,nan,12.9,54.79999924,28.29999924,11.8,15.4,12.1,0
2020/6/29 18:31,34.78649467,135.4553418,12.9,54.70000076,28.29999924,12.2,15.8,12.9,0
2020/6/29 18:31,34.78649467,135.4553418,12.9,54.70000076,28.29999924,12.3,16.4,13.6,0
2020/6/29 18:31,34.7865115,135.4556008,14.1,54.59999847,28.39999962,12.5,17.9,15.3,0
2020/6/29 18:31,34.7865115,135.4556008,14.1,54.70000076,28.39999962,12.4,17.4,14.7,0
2020/6/29 18:31,34.78652483,135.4558777,15.5,54.79999924,28.39999962,nan,nan,nan,999
2020/6/29 18:31,34.78652483,135.4558777,15.5,54.59999847,28.39999962,12.9,19.4,17.2,0
2020/6/29 18:31,34.78656583,135.4561015,15.6,54.5,28.29999924,12.7,19.5,17.1,0
2020/6/29 18:31,34.78656583,135.4561015,15.6,54.5,28.39999962,12.9,20.8,18.6,0
2020/6/29 18:32,34.78658569,135.4563342,17.661,54.59999847,28.29999924,13,20.5,18.4,0
2020/6/29 18:32,34.78658567,135.4563342,17.4,54.70000076,28.29999924,13.6,20.5,19,0
2020/6/29 18:32,nan,nan,nan,54.59999847,28.29999924,13.6,17.5,16,0
2020/6/29 18:32,34.78658667,135.4566043,16.4,54.79999924,28.29999924,13.2,16.7,14.8,0
