Time Period,start:,2020/6/27 11:10,end:,,,,,
Sensors:,SDS011_1,DHT22_1,,,,,,
Location:,Myoukenguchi_GPS,Lat-Lon,34.76690737,135.6745878,,,,
Interval time,10,,,,,,,
time,lat,lon,alt,DHT-RH,DHT-T,sds-pm2.5,sds-pm10,sds-TSP
2020/6/28 13:05:30,34.92841823,135.4671039,653.466,89.40000153,25.60000038,424.7,1999.9,12.5
2020/6/28 13:05:40,34.92843433,135.4670927,655.5,89.80000305,25.5,386.9,1999.9,0.2
2020/6/28 13:05:50,34.9283905,135.4670917,659.4,88.40000153,25.5,370.3,1999.9,9.1
2020/6/28 13:06:00,34.92835133,135.4671243,658.3,90.5,25.5,336.2,1999.9,0.5
2020/6/28 13:06:10,34.928318,135.4671638,658.4,91.09999847,25.5,339.3,1999.9,3.6
2020/6/28 13:06:20,34.9282915,135.4672003,654.1,91.80000305,25.39999962,376.9,1999.9,15.7
2020/6/28 13:06:30,34.9283145,135.467201,652.3,91.5,25.39999962,463,1999.9,25.4
2020/6/28 13:06:40,34.92824267,135.4672532,654.9,90.80000305,25.29999924,630.6,1999.9,14.4
2020/6/28 13:06:50,34.92817633,135.4673145,654,90.80000305,25.29999924,635.8,1999.9,19.6
2020/6/28 13:07:00,34.9281285,135.4674002,651.5,90.80000305,25.29999924,585.6,1999.9,20.4
2020/6/28 13:07:10,nan,nan,650.4,91.09999847,25.39999962,425.3,1999.9,13.1
2020/6/28 13:07:20,34.928046,135.4675215,650,91.30000305,25.39999962,443.9,1999.9,6.2
2020/6/28 13:07:30,nan,nan,nan,91.09999847,25.39999962,447.7,1999.9,10
2020/6/28 13:07:40,34.92797833,135.4676313,645.3,91.09999847,25.39999962,479.5,1999.9,16.3
2020/6/28 13:07:50,34.92792667,135.4676917,644.6,91.09999847,25.39999962,488.9,1999.9,0.2
2020/6/28 13:08:00,34.927874,135.4677567,643.8,91.5,25.39999962,476.9,1999.9,13.7
2020/6/28 13:08:10,34.92782517,135.467801,642.3,91.40000153,25.5,439,1999.9,1.3
2020/6/28 13:08:20,34.92779071,135.4678246,640.981,91.09999847,25.5,370.4,1999.9,9.2
2020/6/28 13:08:30,34.92774283,135.4678683,637.7,91,25.29999924,359,1999.9,23.4
2020/6/28 13:08:40,34.92768733,135.4679055,634.7,91,25.29999924,460.4,1999.9,22.7
2020/6/28 13:08:50,34.927663,135.4679567,637.3,91.19999695,25.29999924,470.5,1999.9,7.3
2020/6/28 13:09:00,34.927577,135.468019,636.9,91.5,25.39999962,461.1,1999.9,23.5
2020/6/28 13:09:10,34.92749717,135.4680422,635.6,90.69999695,25.20000076,548.4,1999.9,8.7
2020/6/28 13:09:20,34.92754283,135.4680467,640,90.69999695,25.20000076,555.9,1999.9,16.2
2020/6/28 13:09:30,34.92747283,135.4680762,636.3,90.59999847,25.20000076,556.1,1999.9,16.4
2020/6/28 13:09:40,34.9273885,135.4681098,630.3,90.59999847,25.20000076,528.3,1999.9,14.1
2020/6/28 13:09:50,34.92733567,135.4681542,628.1,90.69999695,25.20000076,525.7,1999.9,11.5
2020/6/28 13:10:00,34.92732967,135.468151,630.6,90.69999695,25.29999924,480.6,1999.9,17.4
2020/6/28 13:10:10,34.9273105,135.4681595,631.7,92.19999695,25.39999962,494.3,1999.9,5.6
2020/6/28 13:10:20,34.92722117,135.468209,630.9,90.30000305,25.39999962,588.1,1999.9,22.9
2020/6/28 13:10:30,34.927134,135.4682368,630.5,90,25.39999962,593.6,1999.9,2.9
2020/6/28 13:10:40,34.9270865,135.4682913,631,89.80000305,25.39999962,514,1999.9,25.4
2020/6/28 13:10:50,34.92706444,135.4682849,634.126,90,25.29999924,453.9,1999.9,16.2
2020/6/28 13:11:00,34.927053,135.4682348,635.4,90.40000153,25.29999924,460.7,1999.9,23
2020/6/28 13:11:10,34.927072,135.4681958,633.9,89.40000153,25.39999962,452.7,1999.9,15
2020/6/28 13:11:20,34.92713467,135.4681598,632.8,89.69999695,25.39999962,654.1,1999.9,12.4
2020/6/28 13:11:30,34.92715667,135.4681508,634.2,90.09999847,25.5,645.5,1999.9,3.8
2020/6/28 13:11:40,34.927164,135.4681433,635.6,90,25.5,nan,nan,nan
2020/6/28 13:11:50,34.92716533,135.4681385,634.8,90.09999847,25.5,662.3,1999.9,20.6
2020/6/28 13:12:00,34.9271515,135.4681418,634.4,90,25.5,539.1,1999.9,25
2020/6/28 13:12:10,34.92713125,135.4681449,633.379,89.90000153,25.60000038,745,1999.9,1.3
2020/6/28 13:12:20,34.9271205,135.4681407,630.7,90.40000153,25.70000076,582.1,1999.9,16.9
2020/6/28 13:12:30,34.92709233,135.4681403,632.8,90.09999847,25.79999924,586.4,1999.9,21.2
2020/6/28 13:12:40,nan,nan,633,89.90000153,25.70000076,500.9,1999.9,12.2
2020/6/28 13:12:50,34.92710383,135.4681807,633.3,88.90000153,25.70000076,405,1999.9,18.3
2020/6/28 13:13:00,34.92709567,135.4682278,631.6,88,25.60000038,522.5,1999.9,8.3
2020/6/28 13:13:10,nan,nan,634,87.59999847,25.60000038,550.6,1999.9,10.9
2020/6/28 13:13:20,34.92720694,135.4682926,631.012,87.80000305,25.60000038,498.5,1999.9,9.8
2020/6/28 13:13:30,34.9272185,135.4682753,635.1,88.59999847,25.5,499.5,1999.9,10.8
2020/6/28 13:13:40,34.92720678,135.4682046,632.679,89.90000153,25.5,409.3,1999.9,22.6
2020/6/28 13:13:50,nan,nan,nan,90.30000305,25.5,341.3,1999.9,5.6
2020/6/28 13:14:00,34.92724851,135.4681135,620.426,90.09999847,25.60000038,379.2,1999.9,18
2020/6/28 13:14:10,34.9271475,135.4681005,633.5,89.90000153,25.5,nan,nan,nan
2020/6/28 13:14:20,34.92712828,135.4681079,637.066,89.09999847,25.70000076,465.9,1999.9,2.7
2020/6/28 13:14:30,34.92706824,135.4681172,633.017,87.90000153,25.70000076,462.1,1999.9,24.5
2020/6/28 13:14:40,34.92708517,135.468119,632,87.80000305,25.60000038,422.7,1999.9,10.5
2020/6/28 13:14:50,34.9271325,135.4680952,630.3,88.19999695,25.60000038,475.5,1999.9,12.3
2020/6/28 13:15:00,34.92716892,135.4680782,631.08,89.80000305,25.5,458.7,1999.9,21
2020/6/28 13:15:10,34.92720292,135.4680613,631.827,90.40000153,25.5,280.1,1999.9,20.9
2020/6/28 13:15:20,34.92724633,135.4679936,629.471,90.09999847,25.5,164.1,1999.9,6.9
2020/6/28 13:15:30,34.92731817,135.4679273,628.9,89.59999847,25.60000038,148.5,1997,13.9
2020/6/28 13:15:40,34.9273835,135.4679075,625.5,89.90000153,25.5,160.9,1999.9,3.7
2020/6/28 13:15:50,34.92741533,135.4678665,626.6,90.09999847,25.60000038,180.2,1999.9,23.1
2020/6/28 13:16:00,34.92743433,135.4677792,620.8,90,25.39999962,184.1,1999.9,1.4
2020/6/28 13:16:10,34.92745183,135.4676633,624.1,90.09999847,25.29999924,205.2,1999.9,22.6
2020/6/28 13:16:20,34.92748617,135.467568,621.8,90.30000305,25.20000076,251.7,1999.9,18
2020/6/28 13:16:30,34.92754986,135.4674587,620.72,90.19999695,25.10000038,250.4,1999.9,16.7
2020/6/28 13:16:40,34.92761883,135.4673843,620.9,90.30000305,25,196.4,1999.9,13.7
2020/6/28 13:16:50,34.92766136,135.4672581,624.347,90.5,25,nan,nan,nan
2020/6/28 13:17:00,34.92766733,135.4671102,626.2,90.69999695,24.89999962,119.3,1999.9,13.1
2020/6/28 13:17:10,34.927667,135.4669867,623.1,91.09999847,24.79999924,137,1999.9,5.3
2020/6/28 13:17:20,34.92767492,135.4668766,619.713,91.40000153,24.70000076,189.3,1999.9,6.6
2020/6/28 13:17:30,34.92772333,135.4667373,618.9,91.5,24.70000076,193.6,1999.9,10.9
2020/6/28 13:17:40,34.92776933,135.4666033,617.8,91.5,24.60000038,123.2,1999.9,17
2020/6/28 13:17:50,34.92780883,135.4665302,618.3,91.69999695,24.60000038,113.9,1999.9,7.7
2020/6/28 13:18:00,34.92784744,135.4664599,616.582,91.90000153,24.5,nan,nan,nan
2020/6/28 13:18:10,34.92786383,135.4663628,612.6,92,24.39999962,100.3,1705.9,6
2020/6/28 13:18:20,34.92784367,135.4662742,609.4,92.30000305,24.29999924,129,1999.9,22.9
2020/6/28 13:18:30,34.92782567,135.4661528,605.3,92.5,24.29999924,189.6,1999.9,6.9
2020/6/28 13:18:40,34.92778283,135.466055,598.3,92.80000305,24.20000076,145.6,1999.9,13.9
2020/6/28 13:18:50,34.92767317,135.4659618,596.8,93,24.20000076,198.7,1999.9,16
2020/6/28 13:19:00,34.92758918,135.465804,602.93,93.09999847,24.20000076,213.7,1999.9,5.5
2020/6/28 13:19:10,34.92755806,135.4656979,604.502,93.30000305,24.10000038,356.6,1999.9,20.9
2020/6/28 13:19:20,34.9275415,135.465601,600.8,93.40000153,24,380.2,1999.9,19
2020/6/28 13:19:30,34.9275535,135.4655295,596.6,93.90000153,23.89999962,467.6,1999.9,4.4
2020/6/28 13:19:40,34.92754326,135.4654266,600.41,94.30000305,23.89999962,441.5,1999.9,3.8
2020/6/28 13:19:50,34.92754667,135.465346,596.7,94.19999695,23.89999962,334.8,1999.9,24.7
2020/6/28 13:20:00,34.92756334,135.4651871,598.18,94.30000305,23.89999962,243.9,1999.9,10.2
2020/6/28 13:20:10,34.92754867,135.4650778,592.5,94.19999695,23.89999962,234.4,1999.9,0.7
2020/6/28 13:20:20,34.9275565,135.4649052,596.4,94,23.89999962,296.3,1999.9,11.6
2020/6/28 13:20:30,34.927507,135.4647755,598.4,93.69999695,24,205.3,1999.9,22.7
2020/6/28 13:20:40,34.92743933,135.4647315,596.2,93.69999695,24.10000038,198,1999.9,15.3
2020/6/28 13:20:50,34.92737267,135.4646672,600.1,92.80000305,24.10000038,183.5,1999.9,0.8
2020/6/28 13:21:00,34.92734,135.4646258,600.7,92.5,24.20000076,156,1999.9,24.4
2020/6/28 13:21:10,34.927314,135.4645997,598.7,92.5,24.29999924,139.7,1746,9.1
2020/6/28 13:21:20,34.92731392,135.4645948,598.458,92.59999847,24.29999924,137.3,1101.3,25.1
2020/6/28 13:21:30,34.92737517,135.464641,599.2,93,24.29999924,125.2,1099.7,11.2
2020/6/28 13:21:40,34.927396,135.4646422,600.1,92.09999847,24.29999924,115.7,1439.2,9.8
2020/6/28 13:21:50,34.92739783,135.4646285,600.4,92.19999695,24.29999924,66.7,770.6,6.2
2020/6/28 13:22:00,34.92740483,135.4646267,604.3,92.59999847,24.39999962,62.8,693.5,1.7
2020/6/28 13:22:10,34.927428,135.464611,607.6,93.80000305,24.5,30.6,89.6,3.1
2020/6/28 13:22:20,34.92747733,135.464677,604.5,93.59999847,24.60000038,30,87.2,0.1
2020/6/28 13:22:30,34.927496,135.4646003,597.8,92.40000153,24.60000038,84,1296.6,14
2020/6/28 13:22:40,34.92746983,135.4645022,593.3,92.69999695,24.70000076,97.8,1697.5,20.7
2020/6/28 13:22:50,34.92742783,135.4644517,596.3,92.09999847,24.70000076,202.5,1999.9,19.8
2020/6/28 13:23:00,34.92742917,135.4644703,597.7,92.5,24.89999962,179.7,1999.9,22.6
2020/6/28 13:23:10,34.92745583,135.4645317,596.8,92.5,25,nan,nan,nan
2020/6/28 13:23:20,34.92747467,135.4646162,594.2,93.59999847,25,nan,nan,nan
2020/6/28 13:23:30,34.9274088,135.4646518,590.405,92.40000153,25.10000038,126.9,1686,12.7
2020/6/28 13:23:40,34.92741933,135.4646387,587.492,92.30000305,25,182.8,1999.9,0.1
2020/6/28 13:23:50,34.92742649,135.4646096,589.323,92.69999695,25,178,1999.9,20.8
2020/6/28 13:24:00,34.92745567,135.4646053,598.6,93.30000305,25,116,1612.8,5.2
2020/6/28 13:24:10,34.92744408,135.4645843,603.454,92.40000153,25.20000076,35.2,136.4,3.5
2020/6/28 13:24:20,34.92743067,135.4645123,596.6,91.80000305,25.20000076,36.4,160.2,3
2020/6/28 13:24:30,34.92741495,135.4644894,596.152,91,25.20000076,49.1,502.5,0.9
2020/6/28 13:24:40,34.92736217,135.4644748,597.3,90.69999695,25.20000076,49.9,531.8,5.5
2020/6/28 13:24:50,34.92727117,135.4644668,597.4,91.09999847,25.10000038,36.1,438.8,0.8
2020/6/28 13:25:00,34.927212,135.464425,596.8,91.59999847,25.10000038,24.7,229.1,9.1
2020/6/28 13:25:10,34.92717258,135.4643817,592.008,91.80000305,25.10000038,21.7,148,1.5
2020/6/28 13:25:20,34.92713933,135.4643411,588.541,92,25,22.4,146.7,0.9
2020/6/28 13:25:30,34.92709533,135.4642688,584.6,92,24.89999962,23.9,148.8,4.5
2020/6/28 13:25:40,34.92704583,135.4641395,588.4,92.09999847,24.70000076,42.1,132.4,6.4
2020/6/28 13:25:50,34.92701717,135.4640652,585.8,92.09999847,24.70000076,36.3,65.4,10.1
2020/6/28 13:26:00,34.92696383,135.4639915,584.8,92.09999847,24.70000076,36.2,65.3,9.9
2020/6/28 13:26:10,34.92690786,135.4639213,586.822,92.09999847,24.79999924,42,83.7,8.6
2020/6/28 13:26:20,34.92686927,135.4638575,585.949,92.30000305,24.79999924,23.3,91.3,23
2020/6/28 13:26:30,34.92682283,135.4637907,584.1,92.5,24.70000076,18,76.8,3.2
2020/6/28 13:26:40,34.926764,135.4637208,584.4,92.90000153,24.79999924,21.2,118.6,22.7
2020/6/28 13:26:50,34.92670617,135.4636405,586.1,93.5,24.89999962,24.6,136.7,18.7
2020/6/28 13:27:00,34.92664367,135.463585,585.1,93.19999695,24.89999962,33.6,245.4,8.9
2020/6/28 13:27:10,34.92659533,135.4635398,585.6,92.59999847,24.89999962,33.6,244.6,8.1
2020/6/28 13:27:20,34.9265455,135.4634627,581.7,92.5,24.89999962,22.1,134.4,13.9
2020/6/28 13:27:30,34.92650511,135.4634072,579.865,92.59999847,24.89999962,21.7,125.6,4.6
2020/6/28 13:27:40,34.92649273,135.4633949,579.3,92.40000153,24.89999962,15.7,59.9,9.5
2020/6/28 13:27:50,34.92646867,135.4633015,577.5,93.09999847,24.89999962,14,43.4,16.8
2020/6/28 13:28:00,nan,nan,575.7,92.90000153,25.20000076,14.8,52.1,0.8
2020/6/28 13:28:10,34.92633081,135.4631231,577.516,92.40000153,25.39999962,14,71.8,19.7
2020/6/28 13:28:20,34.92628583,135.4630493,575.6,92.30000305,25.5,16.9,117,16.8
2020/6/28 13:28:30,34.92622667,135.4629815,577.5,92.19999695,25.70000076,18,124.4,25.3
2020/6/28 13:28:40,34.9261875,135.4629385,577.2,91.80000305,25.70000076,18.2,121.3,22.4
2020/6/28 13:28:50,34.92615767,135.462897,578.3,91.40000153,25.60000038,24.3,127.4,9
2020/6/28 13:29:00,34.92610684,135.4628229,575.953,91.5,25.20000076,23.6,108.5,15
2020/6/28 13:29:10,34.92605539,135.462766,575.167,91.5,25.10000038,20.6,89.7,18.7
2020/6/28 13:29:20,34.9260035,135.462685,574.1,91.5,25,18.6,85.3,12.3
2020/6/28 13:29:30,34.925953,135.4626092,573.5,91.90000153,24.89999962,13.7,68.3,15.9
2020/6/28 13:29:40,34.9259234,135.4625426,573.555,91.80000305,24.89999962,18.7,208.3,7.9
2020/6/28 13:29:50,34.92587176,135.4624609,570.231,91.90000153,24.79999924,22.5,286.7,13.6
2020/6/28 13:30:00,34.92583367,135.4623833,566.7,91.90000153,24.70000076,22.5,299.2,0.5
2020/6/28 13:30:10,34.92578679,135.4623215,564.291,91.80000305,24.60000038,23.6,301,3.4
2020/6/28 13:30:20,34.92575463,135.462253,562.764,92.69999695,24.60000038,32.6,536,18
2020/6/28 13:30:30,nan,nan,568.9,92.80000305,24.60000038,38.9,548.3,11.1
2020/6/28 13:30:40,nan,nan,566.5,92.69999695,24.70000076,25.8,153.5,11.2
2020/6/28 13:30:50,34.92564053,135.4620274,563.968,93,24.89999962,25,132.7,15.1
2020/6/28 13:31:00,34.92561579,135.4619456,568.739,92.90000153,24.89999962,25.4,147.3,4.5
2020/6/28 13:31:10,34.92557117,135.461842,566.5,92.80000305,24.89999962,22.4,111.6,16.9
2020/6/28 13:31:20,nan,nan,573.5,92.80000305,25,22.5,111.8,17.2
2020/6/28 13:31:30,34.92550933,135.4616103,559.3,93.5,25.20000076,19.9,101.8,4.5
2020/6/28 13:31:40,34.9254995,135.4614565,540.6,93.59999847,25.20000076,15.6,61.8,11.3
2020/6/28 13:31:50,34.925464,135.4613817,527.4,93,25.29999924,14.4,80.2,3
2020/6/28 13:32:00,34.9253375,135.4613863,524.9,93,25.29999924,9.8,16.2,10.9
2020/6/28 13:32:10,34.92528117,135.4613228,524.861,92.90000153,25.39999962,10.8,14.3,10
2020/6/28 13:32:20,34.9252555,135.4612416,526.249,93,25.29999924,13.8,21.4,20.1
2020/6/28 13:32:30,34.92520833,135.461241,523.3,92.90000153,25.39999962,14.6,22.6,22.1
2020/6/28 13:32:40,34.92514182,135.4612073,522.181,92.80000305,25.39999962,17,29.6,6
2020/6/28 13:32:50,34.92508147,135.4611546,521.029,92.5,25.39999962,18.9,40,18.3
2020/6/28 13:33:00,34.9250455,135.4610288,526.8,92.59999847,25.39999962,15.9,33.8,9.1
2020/6/28 13:33:10,34.92496883,135.4609808,535.5,91.80000305,25.39999962,35.9,538.3,23.7
2020/6/28 13:33:20,34.92490183,135.4609433,538,90.80000305,25.29999924,39.7,584,22.1
2020/6/28 13:33:30,34.92485568,135.4608627,540.068,92,25.29999924,43.3,675.3,15
2020/6/28 13:33:40,34.92481633,135.4607988,540.7,92,25.29999924,25.5,294.8,24.7
2020/6/28 13:33:50,34.92476913,135.4607407,538.851,91.40000153,25.5,24.8,254.7,9.3
2020/6/28 13:34:00,34.92469583,135.4606045,531.1,91.19999695,25.39999962,21.9,215.3,18.1
2020/6/28 13:34:10,34.92464617,135.4605332,527.7,91,25.39999962,21.9,215.3,18.1
2020/6/28 13:34:20,34.92460867,135.4604775,526.391,91.40000153,25.39999962,20.4,158.8,11.1
2020/6/28 13:34:30,34.92455917,135.4604172,525.9,92.19999695,25.39999962,15.9,115.9,14.7
2020/6/28 13:34:40,34.9245095,135.4603427,526.3,91.40000153,25.5,15.9,116.5,15.3
2020/6/28 13:34:50,34.92447217,135.4602695,525.1,91.69999695,25.5,16.6,124.5,24
2020/6/28 13:35:00,34.92442117,135.460205,523,91.80000305,25.5,17.5,135.8,10.7
2020/6/28 13:35:10,nan,nan,nan,92.30000305,25.5,17.2,49.8,0.8
2020/6/28 13:35:20,34.9243405,135.4600677,515.3,92,25.60000038,22.9,54.4,11.2
2020/6/28 13:35:30,34.92430568,135.4599872,514.796,91.40000153,25.70000076,15.2,28.9,3.5
2020/6/28 13:35:40,34.924269,135.4599055,512.2,91.90000153,25.89999962,15.3,29.2,3.9
2020/6/28 13:35:50,34.92425217,135.4598822,510.6,92,25.89999962,9.3,14.5,8.7
2020/6/28 13:36:00,34.92425217,135.4598775,511.1,91.80000305,26,9.9,11.1,5.9
2020/6/28 13:36:10,34.924269,135.4598723,507.4,91.59999847,26.10000038,9.4,10.5,4.8
2020/6/28 13:36:20,34.92428633,135.4598797,502.3,91.40000153,26.20000076,8.9,10.1,3.9
2020/6/28 13:36:30,34.92426235,135.4598892,504.512,90.5,26.10000038,7.8,9.7,2.4
2020/6/28 13:36:40,34.92425687,135.4598466,504.248,90,26.10000038,9.7,13.6,8.2
2020/6/28 13:36:50,34.924189,135.4598169,503.94,91,26.10000038,11.8,17.2,13.9
2020/6/28 13:37:00,34.924137,135.459776,505.1,91,26.20000076,164.2,1999.9,7
2020/6/28 13:37:10,34.92408067,135.4597105,503.5,92.40000153,26.39999962,200.7,1999.9,18
2020/6/28 13:37:20,34.92401283,135.4596175,501.7,90.09999847,26.79999924,348.9,1999.9,13.2
2020/6/28 13:37:30,34.923969,135.4595212,502.1,89.69999695,26.79999924,620.3,1999.9,4.1
2020/6/28 13:37:40,34.92394833,135.4594052,501.8,88.19999695,26.89999962,627,1999.9,10.8
2020/6/28 13:37:50,34.92395045,135.4593747,504.29,88.5,27,634.4,1999.9,18.2
2020/6/28 13:38:00,34.92395349,135.4593717,507.109,91.59999847,27,622.9,1999.9,6.7
2020/6/28 13:38:10,34.92394971,135.4593686,507.762,91.69999695,27,596.2,1999.9,5.5
2020/6/28 13:38:20,34.923947,135.459365,507.4,91,27.29999924,600.8,1999.9,10.1
2020/6/28 13:38:30,34.92389883,135.4593963,508.9,90.69999695,27.29999924,387.7,1999.9,1
2020/6/28 13:38:40,34.923836,135.4594417,507.5,88.90000153,27.5,254.8,1999.9,21.1
2020/6/28 13:38:50,34.92379883,135.4595155,506.1,86.69999695,27.5,93.2,1031.2,12.8
2020/6/28 13:39:00,34.92371437,135.4595546,506.17,84.90000153,27.70000076,92.5,1031.7,12.6
2020/6/28 13:39:10,34.92367907,135.4595556,507.446,84.80000305,27.89999962,13.7,53.4,1
2020/6/28 13:39:20,34.92367976,135.4595581,508.106,84.19999695,27.70000076,nan,nan,nan
2020/6/28 13:39:30,34.92368417,135.459554,510.1,84.19999695,27.70000076,9.7,17.7,12.3
2020/6/28 13:39:40,34.92376862,135.4595707,509.654,84.19999695,27.70000076,66.2,1071,0
2020/6/28 13:39:50,34.92386282,135.4595398,508.187,84,27.79999924,76,1345.3,3.6
2020/6/28 13:40:00,34.92394867,135.4595138,506.9,84.80000305,27.89999962,147.1,1999.9,15.4
2020/6/28 13:40:10,34.92400067,135.4595135,506.5,84.80000305,27.89999962,143.3,1999.9,11.6
2020/6/28 13:40:20,34.9240105,135.4595152,506.6,85,27.89999962,62.9,845,0.3
2020/6/28 13:40:30,nan,nan,nan,84.59999847,27.79999924,26.7,36.1,22.3
2020/6/28 13:40:40,34.92401567,135.4595138,511,86.40000153,27.89999962,12.9,17.3,15.1
2020/6/28 13:40:50,34.92401532,135.4595158,509.337,87.59999847,27.79999924,13.1,18.4,16.4
2020/6/28 13:41:00,34.92400482,135.4595199,506.69,87.30000305,27.79999924,12,15,11.9
2020/6/28 13:41:10,34.92391617,135.4596505,521,88.59999847,27.89999962,10.1,15.9,10.9
2020/6/28 13:41:20,34.9239895,135.459553,512.5,90.19999695,27.79999924,15.8,64.8,14.5
2020/6/28 13:41:30,34.923973,135.4595005,508.5,89.5,27.89999962,16,66.1,16
2020/6/28 13:41:40,34.9240046,135.4595558,506.602,91,28.29999924,12.9,64,10.8
2020/6/28 13:41:50,34.923969,135.4594908,510.2,90.80000305,28.29999924,7.2,18.2,10.3
2020/6/28 13:42:00,34.92395754,135.459472,510.151,88.90000153,28.5,7.3,15.3,7.5
2020/6/28 13:42:10,34.923983,135.459406,504.9,85,28.60000038,41.1,293.6,13.6
2020/6/28 13:42:20,34.92401744,135.4593659,502.468,84,28.60000038,41.3,294,14.2
2020/6/28 13:42:30,34.92399667,135.4592757,501,83.90000153,28.39999962,46,359.8,8.2
2020/6/28 13:42:40,34.92398739,135.4591665,502.351,83.40000153,28.20000076,14,84.5,6.9
2020/6/28 13:42:50,34.9239735,135.4590653,499.2,83.90000153,27.89999962,14.1,85.4,7.9
2020/6/28 13:43:00,34.923971,135.4589525,496.7,83.80000305,27.79999924,9.9,22.1,16.9
2020/6/28 13:43:10,34.92397368,135.4588379,495.675,84.30000305,27.70000076,nan,nan,nan
2020/6/28 13:43:20,34.92397117,135.4587185,493.5,84.59999847,27.5,nan,nan,nan
2020/6/28 13:43:30,34.923971,135.4585935,491.2,85.40000153,27.29999924,36.6,330.5,20.5
2020/6/28 13:43:40,34.92398283,135.4584638,491.6,86.59999847,27.10000038,42.6,394.5,14
2020/6/28 13:43:50,34.92399117,135.4583297,491.9,87,27,70.7,961.9,23
2020/6/28 13:44:00,34.92400267,135.45822,487.5,88.69999695,26.70000076,70,950,10.4
2020/6/28 13:44:10,34.9239685,135.4581068,483.2,88.59999847,26.60000038,66.9,875.9,9.7
2020/6/28 13:44:20,34.923962,135.457989,479.6,86.30000305,26.29999924,34.3,271.7,10.4
2020/6/28 13:44:30,34.92395483,135.457863,475.5,86.09999847,26.20000076,52.6,653.7,2.7
2020/6/28 13:44:40,34.9239555,135.457718,472.7,86.19999695,26.20000076,71.5,1016.3,1.6
2020/6/28 13:44:50,34.92393303,135.4575783,469.033,87.5,26.10000038,89.8,1451,21.2
2020/6/28 13:45:00,34.92395983,135.4574055,471.1,88.90000153,26,125.7,1999.9,19.5
2020/6/28 13:45:10,34.923942,135.4572707,471.3,87.69999695,26,123,1999.9,16.8
2020/6/28 13:45:20,34.92388517,135.457178,469.5,87.90000153,25.89999962,103.5,1890.4,15.3
2020/6/28 13:45:30,34.92408857,135.4571155,465.578,89.19999695,25.89999962,nan,nan,nan
2020/6/28 13:45:40,34.92396834,135.4571781,461.659,90.30000305,25.79999924,20.9,143.5,21.8
2020/6/28 13:45:50,34.92372783,135.4570655,453.6,90.40000153,25.89999962,7.3,15,7.2
2020/6/28 13:46:00,nan,nan,nan,90.59999847,25.89999962,7.1,10.8,2.8
2020/6/28 13:46:10,nan,nan,nan,91.09999847,25.89999962,7.2,11.1,3.2
2020/6/28 13:46:20,nan,nan,nan,91.59999847,25.89999962,7.4,13.9,6.2
2020/6/28 13:46:30,nan,nan,nan,90.69999695,26,7.1,12.2,4.2
2020/6/28 13:46:40,34.92361583,135.4571938,445.2,90.59999847,26,12.5,47.9,19.8
2020/6/28 13:46:50,34.92376559,135.4571043,450.155,91.19999695,26,12.4,48,19.8
2020/6/28 13:47:00,34.92384383,135.4569997,455.6,91.19999695,26,12.5,53.1,25.1
2020/6/28 13:47:10,34.923832,135.4569317,458.9,91.19999695,26,17.3,80.5,6.2
2020/6/28 13:47:20,34.92380283,135.4568822,462.3,91.30000305,26,23.9,130.6,11.9
2020/6/28 13:47:30,34.92382087,135.4568943,463.713,91.59999847,26,19.8,90.4,18.6
2020/6/28 13:47:40,34.92383867,135.4568878,465,91.69999695,25.89999962,18.4,88.5,15.3
2020/6/28 13:47:50,34.923824,135.457023,460.2,92.09999847,25.89999962,14.9,73.6,22.4
2020/6/28 13:48:00,34.92385828,135.4570515,457.488,91.80000305,25.89999962,nan,nan,nan
2020/6/28 13:48:10,34.92368783,135.4569115,458.6,91.59999847,25.79999924,9.3,33.3,2
2020/6/28 13:48:20,34.92376304,135.4568875,459.347,91.59999847,25.70000076,9.2,31.9,0.5
2020/6/28 13:48:30,34.92379467,135.4569038,460.8,92.40000153,25.70000076,9.4,29.9,24.3
2020/6/28 13:48:40,34.92381417,135.4568823,463.4,91.80000305,25.79999924,8.7,23.8,17.4
2020/6/28 13:48:50,34.92384485,135.4568676,467.082,91.90000153,25.70000076,7.6,17.9,10.4
2020/6/28 13:49:00,34.923863,135.456866,470.5,92.19999695,25.79999924,7.6,18.1,10.6
2020/6/28 13:49:10,34.9238985,135.4568497,472.9,91.80000305,25.89999962,7.7,17.3,9.9
2020/6/28 13:49:20,34.92391087,135.4568215,473.691,91.59999847,25.89999962,7.4,14.7,7
2020/6/28 13:49:30,34.923961,135.4568572,472.7,91.30000305,26,7.4,14,6.3
2020/6/28 13:49:40,34.92395967,135.4568592,470.5,91.40000153,26,7.2,13.7,5.8
2020/6/28 13:49:50,34.923984,135.4568607,469.2,91.80000305,26,7,9.9,1.8
2020/6/28 13:50:00,34.92398133,135.456876,468.9,91.69999695,26.10000038,7.2,10.4,2.5
2020/6/28 13:50:10,34.92395833,135.456868,467.8,91.30000305,26.10000038,7.2,10.3,2.4
2020/6/28 13:50:20,34.92396389,135.4569291,468.812,91.69999695,26.10000038,7.2,14.5,6.6
2020/6/28 13:50:30,34.92390733,135.4569485,465.1,91.09999847,26.10000038,7.1,14.6,6.6
2020/6/28 13:50:40,34.9239015,135.4569758,463.9,90.5,26,nan,nan,nan
2020/6/28 13:50:50,34.9238785,135.456962,464.7,90.40000153,26,6.8,13,4.7
